originalquesid,questionid,title,question,tags,link,source,preparedtitle
"13964155,",7364150,Find object by id in an array of JavaScript objects,"
I've got an array:
myArray = [{'id':'73','foo':'bar'},{'id':'45','foo':'bar'}, etc.]

I'm unable to change the structure of the array. I'm being passed an id of 45, and I want to get 'bar' for that object in the array. 
How do I do this in JavaScript or using jQuery?
","javascript,jquery,arrays,javascript-objects,",https://stackoverflow.com/questions/7364150/find-object-by-id-in-an-array-of-javascript-objects,https://stackoverflow.com, find object id array javascript object
"953918,618097,",114543,How to horizontally center a <div>,"
How can I horizontally center a <div> within another <div> using CSS?
<div id=""outer"">
  <div id=""inner"">Foo foo</div>
</div>

","html,css,alignment,centering,",https://stackoverflow.com/questions/114543/how-to-horizontally-center-a-div,https://stackoverflow.com, horizontally center  div 
"4343202,",2723397,What is PECS (Producer Extends Consumer Super)?,"
I came across PECS (short for Producer extends and Consumer super) while reading up on generics. 
Can someone explain to me how to use PECS to resolve confusion between extends and super?
","java,generics,super,bounded-wildcard,pecs,",https://stackoverflow.com/questions/2723397/what-is-pecs-producer-extends-consumer-super,https://stackoverflow.com, pecs  producer extends consumer super  
"12897374,",7961363,Removing duplicates in the lists,"
Pretty much I need to write a program that checks if a list has any duplicates and if it does it removes them and returns a new list with the items that weren't duplicated/removed. This is what I have tried but honestly I don't know what to do.
def remove_duplicates():
    t = ['a', 'b', 'c', 'd']
    t2 = ['a', 'c', 'd']
    for t in t2:
        t.append(t.remove())
    return t

","python,algorithm,list,duplicates,intersection,",https://stackoverflow.com/questions/7961363/removing-duplicates-in-the-lists,https://stackoverflow.com, removing duplicate list
"1675351,",252780,Why should we typedef a struct so often in C?,"
I have seen many programs consisting of structures like the one below
typedef struct 
{
    int i;
    char k;
} elem;

elem user;

Why is it needed so often? Any specific reason or applicable area?
","c,struct,typedef,",https://stackoverflow.com/questions/252780/why-should-we-typedef-a-struct-so-often-in-c,https://stackoverflow.com, typedef struct often c 
"3044580,",18114285,What are the differences between the threading and multiprocessing modules?,"
I am learning how to use the threading and the multiprocessing modules in Python to run certain operations in parallel and speed up my code.
I am finding this hard (maybe because I don't have any theoretical background about it) to understand what the difference is between a threading.Thread() object and a multiprocessing.Process() one.
Also, it is not entirely clear to me how to instantiate a queue of jobs and having only 4 (for example) of them running in parallel, while the other wait for resources to free before being executed.
I find the examples in the documentation clear, but not very exhaustive; as soon as I try to complicate things a bit, I receive a lot of weird errors (like a method that can't be pickled, and so on).
So, when should I use the threading and multiprocessing modules?
Can you link me to some resources that explain the concepts behind these two modules and how to use them properly for complex tasks?
","python,multithreading,parallel-processing,process,multiprocessing,",https://stackoverflow.com/questions/18114285/what-are-the-differences-between-the-threading-and-multiprocessing-modules,https://stackoverflow.com, difference threading multiprocessing modules 
"600268,",273192,How can I safely create a nested directory?,"
What is the most elegant way to check if the directory a file is going to be written to exists, and if not, create the directory using Python? Here is what I tried:
import os

file_path = ""/my/directory/filename.txt""
directory = os.path.dirname(file_path)

try:
    os.stat(directory)
except:
    os.mkdir(directory)       

f = file(filename)

Somehow, I missed os.path.exists (thanks kanja, Blair, and Douglas). This is what I have now:
def ensure_dir(file_path):
    directory = os.path.dirname(file_path)
    if not os.path.exists(directory):
        os.makedirs(directory)

Is there a flag for ""open"", that makes this happen automatically?
","python,exception,path,directory,operating-system,",https://stackoverflow.com/questions/273192/how-can-i-safely-create-a-nested-directory,https://stackoverflow.com, safely create nested directory 
"2632677,",1485841,Behaviour of increment and decrement operators in Python,"
I notice that a pre-increment/decrement operator can be applied on a variable (like ++count). It compiles, but it does not actually change the value of the variable!
What is the behavior of the pre-increment/decrement operators (++/--) in Python? 
Why does Python deviate from the behavior of these operators seen in C/C++?
","python,operators,increment,decrement,",https://stackoverflow.com/questions/1485841/behaviour-of-increment-and-decrement-operators-in-python,https://stackoverflow.com, behaviour increment decrement operator python
"4468361,",1337320,How to grep Git commit diffs or contents for a certain word?,"
In a Git code repository I want to list all commits that contain a certain word. I tried this
git log -p | grep --context=4 ""word""

but it does not necessarily give me back the filename (unless it's less that 5
lines away from the word I searched for. I also tried
git grep ""word""

but it gives me only present files and not the history.
How do I search the entire history so I can follow changes on a particular word? I intend to search my codebase for occurrences of word to track down changes (search in files history).
","git,search,grep,",https://stackoverflow.com/questions/1337320/how-to-grep-git-commit-diffs-or-contents-for-a-certain-word,https://stackoverflow.com, grep git commit diffs content certain word 
"5618878,",12453580,How to concatenate items in a list to a single string?,"
Is there a simpler way to concatenate string items in a list into a single string?  Can I use the str.join() function?
E.g. this is the input ['this','is','a','sentence'] and this is the desired output this-is-a-sentence
sentence = ['this','is','a','sentence']
sent_str = """"
for i in sentence:
    sent_str += str(i) + ""-""
sent_str = sent_str[:-1]
print sent_str

","python,string,list,concatenation,",https://stackoverflow.com/questions/12453580/how-to-concatenate-items-in-a-list-to-a-single-string,https://stackoverflow.com, concatenate item list single string 
"148901,",894860,Set a default parameter value for a JavaScript function,"
I would like a JavaScript function to have optional arguments which I set a default on, which get used if the value isn't defined (and ignored if the value is passed). In Ruby you can do it like this:
def read_file(file, delete_after = false)
  # code
end

Does this work in JavaScript?
function read_file(file, delete_after = false) {
  // Code
}

","javascript,function,parameters,arguments,default-parameters,",https://stackoverflow.com/questions/894860/set-a-default-parameter-value-for-a-javascript-function,https://stackoverflow.com, set default parameter value javascript function
"5135019,10422949,637921,",806000,How do I give text or an image a transparent background using CSS?,"
Is it possible, using CSS only, to make the background of an element semi-transparent but have the content (text & images) of the element opaque?
I'd like to accomplish this without having the text and the background as two separate elements.
When trying:


p {
  position: absolute;
  background-color: green;
  filter: alpha(opacity=60);
  opacity: 0.6;
}

span {
  color: white;
  filter: alpha(opacity=100);
  opacity: 1;
}
<p>
  <span>Hello world</span>
</p>



It looks like child elements are subjected to the opacity of their parents, so opacity:1 is relative to the opacity:0.6 of the parent.
","html,css,opacity,",https://stackoverflow.com/questions/806000/how-do-i-give-text-or-an-image-a-transparent-background-using-css,https://stackoverflow.com, give text image transparent background using css 
